Transaction ID,Country,City,Product Category,Revenue,Units Sold,Profit Margin,Transaction Date,Employee ID,Customer Segment,Order Priority,Sales Channel
T027605,France,Lyon,Toys,598.97,93,0.14,2023-07-28,E8858,Small Business,Medium,Online
T027606,Spain,Madrid,Sports,688.89,58,0.06,2023-02-14,E7791,Retail,Low,Online
T027607,Denmark,Aarhus,Electronics,463.5,39,0.25,2023-10-06,E8616,Corporate,High,Offline
T027608,France,Paris,Sports,206.34,95,0.19,2023-10-25,E1389,Retail,Medium,Offline
T027609,Germany,Munich,Home Goods,58.73,87,0.2,2023-11-23,E3285,Small Business,Medium,Online
T027610,Germany,Frankfurt,Home Goods,555.78,58,0.29,2023-10-01,E1731,Corporate,Medium,Online
T027611,Norway,Bergen,Electronics,418.92,84,0.19,2023-04-17,E8559,Small Business,Medium,Online
T027612,Sweden,Gothenburg,Home Goods,630.52,69,0.28,2023-06-08,E9284,Corporate,Low,Online
T027613,Denmark,Aarhus,Apparel,300.32,64,0.2,2023-11-16,E5682,Retail,Low,Online
T027614,Netherlands,Amsterdam,Sports,152.67,90,0.26,2023-01-08,E5307,Small Business,High,Online
T027615,Spain,Madrid,Toys,657.52,44,0.09,2023-04-25,E4838,Corporate,Low,Offline
T027616,Spain,Valencia,Sports,978.38,84,0.23,2023-02-04,E6198,Retail,Medium,Online
T027617,Belgium,Ghent,Sports,214.62,84,0.29,2023-11-01,E7111,Corporate,Medium,Offline
T027618,United Kingdom,Birmingham,Electronics,599.98,3,0.17,2023-07-26,E4164,Corporate,Low,Online
T027619,Netherlands,The Hague,Home Goods,970.72,65,0.23,2023-05-08,E3212,Small Business,High,Offline
T027620,Belgium,Antwerp,Toys,265.53,18,0.23,2023-09-01,E1235,Retail,Low,Offline
T027621,Denmark,Aarhus,Toys,52.97,45,0.14,2023-05-14,E8812,Small Business,High,Offline
T027622,Denmark,Copenhagen,Electronics,490.69,65,0.11,2023-11-26,E9469,Retail,Low,Offline
T027623,Norway,Trondheim,Sports,612.26,47,0.24,2023-08-31,E2398,Small Business,Low,Offline
T027624,Sweden,Stockholm,Home Goods,624.48,95,0.06,2023-12-31,E7455,Retail,Medium,Offline
T027625,United Kingdom,Manchester,Home Goods,130.53,65,0.1,2023-01-14,E3794,Retail,High,Online
T027626,Spain,Madrid,Sports,331.42,80,0.25,2023-05-09,E9191,Small Business,High,Offline
T027627,France,Paris,Sports,949.2,67,0.05,2023-07-10,E3048,Corporate,High,Online
T027628,Belgium,Ghent,Home Goods,838.35,41,0.28,2023-02-02,E1162,Corporate,Medium,Offline
T027629,Italy,Naples,Electronics,131.52,82,0.07,2023-04-18,E3021,Small Business,Medium,Offline
T027630,Norway,Oslo,Home Goods,457.19,38,0.19,2023-11-20,E2484,Corporate,Medium,Offline
T027631,Denmark,Odense,Sports,649.33,18,0.09,2023-08-07,E6507,Retail,Medium,Online
T027632,Belgium,Ghent,Sports,452.46,59,0.2,2023-10-19,E4849,Small Business,Low,Online
T027633,United Kingdom,Birmingham,Sports,828.16,81,0.23,2023-06-09,E4638,Small Business,High,Online
T027634,Belgium,Antwerp,Electronics,662.25,100,0.19,2023-09-27,E8556,Retail,High,Offline
T027635,France,Marseille,Electronics,719.07,93,0.08,2023-11-05,E4578,Corporate,High,Online
T027636,Spain,Valencia,Toys,226.67,85,0.15,2023-03-03,E9272,Small Business,Low,Online
T027637,Spain,Valencia,Sports,912.92,42,0.07,2023-03-20,E3750,Retail,High,Online
T027638,Spain,Madrid,Apparel,234.95,5,0.09,2023-11-18,E2634,Corporate,Medium,Offline
T027639,Sweden,Stockholm,Toys,156.36,42,0.29,2023-09-15,E3987,Corporate,Medium,Online
T027640,Italy,Naples,Home Goods,27.03,74,0.22,2023-03-10,E1911,Retail,High,Offline
T027641,Italy,Milan,Sports,372.82,29,0.09,2023-04-06,E9271,Retail,Low,Offline
T027642,Belgium,Antwerp,Toys,699.62,5,0.22,2023-09-22,E9735,Small Business,Low,Online
T027643,Norway,Trondheim,Electronics,877.65,63,0.21,2023-01-22,E4607,Small Business,Low,Offline
T027644,Norway,Bergen,Electronics,147.48,85,0.14,2023-07-31,E1719,Retail,Low,Online
T027645,Norway,Bergen,Home Goods,265.85,5,0.06,2023-04-14,E2950,Corporate,Medium,Offline
T027646,Sweden,Gothenburg,Toys,763.45,48,0.26,2023-07-20,E7945,Small Business,Low,Offline
T027647,Denmark,Copenhagen,Electronics,26.22,71,0.26,2023-08-31,E5357,Retail,Low,Offline
T027648,Belgium,Antwerp,Electronics,784.2,51,0.1,2023-01-25,E7917,Corporate,High,Online
T027649,Netherlands,The Hague,Electronics,919.88,41,0.11,2023-09-21,E9872,Small Business,Low,Online
T027650,Norway,Oslo,Sports,258.07,54,0.15,2023-01-09,E1073,Retail,High,Offline
T027651,Sweden,Gothenburg,Apparel,633.96,51,0.22,2023-01-05,E1469,Small Business,High,Online
T027652,Spain,Barcelona,Electronics,389.05,88,0.25,2023-11-11,E6338,Small Business,Low,Offline
T027653,Belgium,Ghent,Electronics,640.66,60,0.27,2023-02-20,E5316,Small Business,Low,Online
T027654,United Kingdom,Birmingham,Sports,12.15,57,0.29,2023-08-06,E8930,Small Business,Low,Online
T027655,Sweden,Gothenburg,Sports,47.03,5,0.18,2023-10-18,E8353,Small Business,Low,Online
T027656,Sweden,Malmo,Apparel,342.37,46,0.16,2023-11-27,E7145,Small Business,Medium,Offline
T027657,Belgium,Antwerp,Apparel,582.77,88,0.12,2023-01-18,E8430,Small Business,Low,Online
T027658,Belgium,Brussels,Home Goods,614.1,20,0.13,2023-02-11,E4143,Small Business,Low,Offline
T027659,Norway,Trondheim,Home Goods,335.15,81,0.29,2023-08-16,E6530,Corporate,High,Online
T027660,Denmark,Copenhagen,Apparel,173.67,56,0.28,2023-10-22,E3591,Retail,Low,Online
T027661,Norway,Bergen,Electronics,676.46,65,0.06,2023-11-14,E4305,Small Business,Medium,Online
T027662,Denmark,Copenhagen,Apparel,534.29,100,0.22,2023-09-15,E3109,Retail,Low,Offline
T027663,United Kingdom,Manchester,Home Goods,820.62,30,0.27,2023-02-11,E2130,Corporate,High,Online
T027664,Sweden,Gothenburg,Electronics,669.57,38,0.11,2023-11-30,E8074,Small Business,Low,Offline
T027665,Sweden,Stockholm,Electronics,226.66,99,0.12,2023-05-13,E2570,Corporate,Medium,Offline
T027666,United Kingdom,Manchester,Home Goods,399.76,59,0.17,2023-11-27,E9456,Retail,Low,Offline
T027667,France,Marseille,Electronics,892.0,2,0.28,2023-01-28,E7395,Retail,Medium,Online
T027668,Denmark,Aarhus,Toys,121.57,2,0.22,2023-06-14,E2992,Retail,Medium,Online
T027669,United Kingdom,London,Toys,597.38,83,0.1,2023-05-06,E2741,Small Business,High,Offline
T027670,United Kingdom,Manchester,Toys,589.69,39,0.18,2023-03-03,E5510,Corporate,High,Offline
T027671,Spain,Barcelona,Apparel,203.7,96,0.21,2023-06-27,E8586,Corporate,Medium,Online
T027672,Denmark,Odense,Apparel,242.64,80,0.21,2023-01-24,E8645,Corporate,Low,Offline
T027673,France,Paris,Sports,146.48,67,0.15,2023-11-09,E1447,Small Business,Medium,Online
T027674,United Kingdom,Birmingham,Sports,694.17,12,0.21,2023-02-19,E6584,Small Business,Medium,Offline
T027675,Spain,Madrid,Home Goods,13.62,22,0.18,2023-07-11,E7013,Retail,High,Offline
T027676,Norway,Trondheim,Home Goods,261.23,16,0.21,2023-03-19,E1969,Small Business,Medium,Online
T027677,Sweden,Gothenburg,Sports,677.82,3,0.28,2023-05-31,E8566,Retail,Medium,Offline
T027678,Sweden,Stockholm,Sports,539.71,86,0.16,2023-03-28,E8286,Corporate,Medium,Online
T027679,Italy,Rome,Electronics,259.48,87,0.18,2023-10-21,E9703,Retail,Medium,Online
T027680,Denmark,Copenhagen,Toys,15.97,87,0.16,2023-06-13,E4721,Corporate,Low,Offline
T027681,Spain,Madrid,Toys,419.28,53,0.14,2023-01-03,E9269,Retail,Medium,Offline
T027682,Denmark,Aarhus,Toys,447.3,46,0.22,2023-04-10,E9830,Small Business,Low,Online
T027683,Denmark,Odense,Sports,227.52,68,0.09,2023-08-02,E2516,Small Business,Low,Online
T027684,Belgium,Ghent,Home Goods,338.39,63,0.14,2023-05-10,E9775,Retail,Low,Online
T027685,Spain,Valencia,Sports,76.98,40,0.29,2023-04-21,E8285,Retail,Low,Online
T027686,France,Paris,Apparel,55.23,87,0.17,2023-01-10,E5377,Small Business,Medium,Online
T027687,Netherlands,Rotterdam,Sports,502.98,7,0.3,2023-06-09,E9320,Corporate,Low,Online
T027688,Spain,Valencia,Apparel,801.23,74,0.21,2023-12-01,E9371,Small Business,High,Online
T027689,Germany,Frankfurt,Apparel,781.39,22,0.3,2023-11-03,E3061,Corporate,Medium,Online
T027690,Netherlands,The Hague,Home Goods,606.51,39,0.29,2023-01-15,E7780,Corporate,Medium,Online
T027691,Netherlands,The Hague,Toys,103.97,56,0.19,2023-02-21,E1161,Corporate,Low,Offline
T027692,Netherlands,Amsterdam,Home Goods,702.38,78,0.12,2023-08-12,E7116,Retail,Medium,Online
T027693,Netherlands,Amsterdam,Sports,513.19,92,0.21,2023-05-24,E5727,Small Business,High,Offline
T027694,France,Marseille,Sports,925.5,64,0.08,2023-09-05,E8078,Corporate,Medium,Online
T027695,United Kingdom,Birmingham,Sports,435.73,18,0.18,2023-11-06,E4743,Retail,Medium,Online
T027696,Norway,Bergen,Electronics,430.41,97,0.25,2023-02-27,E5777,Corporate,Low,Online
T027697,Sweden,Gothenburg,Toys,525.48,100,0.21,2023-06-18,E1961,Small Business,Medium,Offline
T027698,Denmark,Copenhagen,Toys,837.23,19,0.3,2023-11-15,E2396,Small Business,Medium,Online
T027699,Denmark,Odense,Electronics,85.35,32,0.28,2023-04-21,E5949,Corporate,Low,Offline
T027700,Spain,Madrid,Home Goods,881.91,25,0.13,2023-04-24,E4748,Corporate,Low,Offline
T027701,France,Paris,Apparel,586.77,32,0.2,2023-08-03,E3570,Corporate,Medium,Offline
T027702,France,Lyon,Apparel,252.57,78,0.05,2023-06-13,E5339,Corporate,High,Online
T027703,Belgium,Antwerp,Apparel,392.32,6,0.26,2023-08-15,E3069,Retail,Low,Offline
T027704,Norway,Bergen,Toys,348.26,8,0.12,2023-03-21,E7256,Corporate,Low,Offline
T027705,Spain,Madrid,Apparel,108.68,43,0.14,2023-06-09,E4783,Small Business,High,Online
T027706,Belgium,Brussels,Home Goods,90.67,55,0.11,2023-04-12,E8487,Retail,Medium,Offline
T027707,Spain,Valencia,Home Goods,645.83,97,0.11,2023-05-30,E9405,Small Business,Low,Offline
T027708,Sweden,Stockholm,Electronics,399.91,92,0.17,2023-04-26,E7807,Retail,Medium,Offline
T027709,United Kingdom,Birmingham,Sports,241.66,16,0.08,2023-08-27,E6704,Retail,Low,Offline
T027710,Germany,Munich,Apparel,368.67,30,0.27,2023-01-17,E9861,Small Business,Low,Offline
T027711,Italy,Naples,Apparel,71.15,84,0.18,2023-01-15,E4758,Small Business,High,Online
T027712,Spain,Barcelona,Sports,197.18,52,0.16,2023-03-07,E9603,Retail,Low,Online
T027713,United Kingdom,London,Home Goods,207.66,37,0.07,2023-10-17,E2226,Corporate,Medium,Offline
T027714,Sweden,Malmo,Sports,207.13,54,0.29,2023-02-19,E8756,Small Business,High,Online
T027715,Italy,Naples,Electronics,163.47,52,0.22,2023-07-13,E2301,Retail,Low,Offline
T027716,Sweden,Gothenburg,Toys,108.11,98,0.14,2023-12-01,E8551,Small Business,High,Online
T027717,France,Lyon,Electronics,944.91,53,0.23,2023-08-03,E1846,Small Business,Low,Offline
T027718,Denmark,Odense,Toys,45.19,82,0.11,2023-12-17,E7038,Retail,Low,Offline
T027719,Netherlands,Amsterdam,Toys,482.34,71,0.13,2023-09-16,E1477,Retail,Medium,Online
T027720,United Kingdom,London,Sports,34.77,55,0.26,2023-08-05,E7576,Corporate,High,Online
T027721,Belgium,Antwerp,Sports,777.43,28,0.11,2023-01-16,E6964,Corporate,Low,Online
T027722,Denmark,Odense,Electronics,768.17,24,0.15,2023-04-06,E5577,Retail,Low,Online
T027723,France,Paris,Electronics,74.24,34,0.13,2023-09-23,E1980,Retail,Low,Online
T027724,Italy,Naples,Electronics,129.48,83,0.21,2023-12-15,E8249,Corporate,High,Online
T027725,Norway,Oslo,Apparel,474.5,20,0.12,2023-09-15,E8823,Retail,Low,Online
T027726,Germany,Berlin,Home Goods,245.9,36,0.1,2023-07-13,E3083,Retail,High,Offline
T027727,Netherlands,The Hague,Apparel,480.22,46,0.16,2023-04-11,E1411,Corporate,Medium,Offline
T027728,France,Paris,Home Goods,649.06,100,0.07,2023-01-16,E8534,Retail,High,Offline
T027729,Netherlands,The Hague,Home Goods,818.97,73,0.27,2023-05-25,E7018,Retail,Medium,Online
T027730,France,Paris,Sports,618.15,99,0.25,2023-01-04,E6962,Small Business,Medium,Online
T027731,Netherlands,The Hague,Sports,489.52,1,0.08,2023-09-03,E8627,Retail,Low,Offline
T027732,United Kingdom,Birmingham,Toys,246.41,89,0.16,2023-05-02,E9263,Corporate,Medium,Offline
T027733,Sweden,Stockholm,Home Goods,722.67,77,0.09,2023-01-26,E4940,Small Business,High,Online
T027734,Netherlands,Amsterdam,Home Goods,377.19,48,0.06,2023-06-26,E5777,Retail,High,Online
T027735,Netherlands,Rotterdam,Toys,613.44,1,0.17,2023-03-06,E6342,Retail,High,Offline
T027736,Sweden,Malmo,Toys,406.0,56,0.29,2023-10-16,E6238,Small Business,Medium,Online
T027737,Denmark,Odense,Toys,103.96,8,0.12,2023-12-14,E2775,Small Business,High,Offline
T027738,Belgium,Brussels,Sports,586.98,77,0.05,2023-10-29,E4699,Retail,Medium,Online
T027739,Belgium,Antwerp,Electronics,862.07,79,0.21,2023-05-06,E6101,Small Business,Medium,Online
T027740,France,Marseille,Toys,937.2,97,0.22,2023-02-10,E2162,Corporate,High,Offline
T027741,United Kingdom,Manchester,Toys,652.06,96,0.05,2023-09-03,E3848,Retail,Low,Offline
T027742,United Kingdom,London,Electronics,687.97,56,0.17,2023-12-21,E3746,Retail,High,Online
T027743,Sweden,Malmo,Home Goods,935.33,86,0.12,2023-12-23,E7958,Retail,Low,Online
T027744,Germany,Munich,Toys,434.81,7,0.16,2023-10-17,E8840,Corporate,Medium,Offline
T027745,Denmark,Copenhagen,Toys,36.49,81,0.18,2023-07-01,E4804,Small Business,Low,Online
T027746,France,Marseille,Apparel,90.38,64,0.06,2023-01-12,E4365,Retail,Low,Offline
T027747,Belgium,Brussels,Electronics,35.92,60,0.15,2023-04-07,E1058,Retail,High,Online
T027748,Germany,Munich,Apparel,591.45,52,0.15,2023-07-27,E5966,Small Business,High,Online
T027749,France,Paris,Toys,94.6,27,0.18,2023-03-28,E7843,Small Business,Medium,Offline
T027750,Belgium,Brussels,Sports,520.69,95,0.2,2023-12-02,E9661,Retail,High,Online
T027751,Sweden,Stockholm,Home Goods,153.96,5,0.29,2023-11-15,E9230,Retail,Medium,Online
T027752,Belgium,Brussels,Electronics,552.44,93,0.07,2023-05-08,E1841,Corporate,Medium,Online
T027753,Spain,Valencia,Electronics,896.43,59,0.07,2023-11-24,E8760,Small Business,Low,Online
T027754,France,Paris,Home Goods,604.0,85,0.21,2023-08-08,E6850,Retail,High,Offline
T027755,Belgium,Brussels,Sports,85.25,93,0.18,2023-02-03,E1757,Retail,Medium,Online
T027756,Norway,Bergen,Sports,420.09,32,0.19,2023-06-25,E5400,Corporate,Medium,Offline
T027757,United Kingdom,London,Sports,962.94,8,0.1,2023-06-03,E5962,Retail,High,Offline
T027758,Denmark,Copenhagen,Toys,471.86,23,0.06,2023-05-12,E5822,Corporate,High,Offline
T027759,Denmark,Odense,Apparel,755.54,98,0.16,2023-06-04,E2904,Corporate,Medium,Offline
T027760,Denmark,Copenhagen,Electronics,951.16,61,0.23,2023-05-03,E6009,Retail,Low,Offline
T027761,Netherlands,Amsterdam,Toys,114.54,6,0.14,2023-10-31,E1060,Retail,High,Offline
T027762,France,Lyon,Home Goods,539.05,61,0.29,2023-12-19,E3236,Corporate,High,Offline
T027763,Spain,Valencia,Apparel,276.9,62,0.2,2023-02-10,E6098,Small Business,High,Online
T027764,Denmark,Odense,Apparel,356.39,4,0.14,2023-07-18,E5142,Corporate,High,Offline
T027765,Belgium,Ghent,Sports,250.03,76,0.1,2023-03-10,E2604,Retail,Low,Online
T027766,Germany,Munich,Home Goods,294.91,89,0.28,2023-09-09,E9864,Corporate,Medium,Online
T027767,Sweden,Gothenburg,Sports,871.1,88,0.25,2023-10-13,E8112,Small Business,Low,Offline
T027768,Norway,Bergen,Sports,170.11,100,0.16,2023-12-14,E9869,Corporate,Medium,Offline
T027769,Germany,Munich,Home Goods,206.58,36,0.23,2023-11-13,E6308,Retail,Medium,Offline
T027770,Netherlands,Amsterdam,Toys,50.83,43,0.24,2023-08-18,E7013,Retail,High,Online
T027771,Sweden,Malmo,Electronics,172.57,23,0.17,2023-11-13,E1533,Retail,Low,Online
T027772,Spain,Valencia,Toys,791.01,44,0.11,2023-04-26,E2073,Retail,Medium,Online
T027773,Netherlands,Amsterdam,Apparel,506.97,88,0.22,2023-07-07,E2997,Small Business,Medium,Offline
T027774,Italy,Rome,Toys,890.96,61,0.12,2023-12-25,E4091,Small Business,Medium,Offline
T027775,United Kingdom,Birmingham,Home Goods,100.94,86,0.27,2023-01-17,E6709,Small Business,Low,Offline
T027776,Germany,Berlin,Electronics,116.17,2,0.23,2023-03-17,E7180,Retail,High,Online
T027777,Germany,Munich,Home Goods,819.92,84,0.19,2023-11-08,E1379,Retail,Medium,Offline
T027778,Germany,Berlin,Sports,969.2,60,0.06,2023-08-07,E7689,Corporate,Low,Offline
T027779,Denmark,Odense,Apparel,103.44,42,0.13,2023-09-02,E9737,Retail,Low,Offline
T027780,Italy,Naples,Apparel,593.64,2,0.14,2023-12-13,E4424,Corporate,High,Online
T027781,Spain,Valencia,Apparel,310.1,100,0.26,2023-08-06,E5445,Corporate,High,Online
T027782,Netherlands,The Hague,Home Goods,428.34,46,0.08,2023-04-08,E6538,Retail,Medium,Offline
T027783,Belgium,Antwerp,Electronics,498.44,64,0.13,2023-10-06,E7190,Small Business,Low,Offline
T027784,Sweden,Gothenburg,Toys,891.9,18,0.26,2023-06-21,E1422,Small Business,High,Online
T027785,Spain,Madrid,Toys,644.56,72,0.2,2023-11-03,E6609,Small Business,Low,Offline
T027786,United Kingdom,Manchester,Electronics,854.85,15,0.07,2023-06-05,E4478,Retail,High,Offline
T027787,Norway,Oslo,Toys,657.99,7,0.12,2023-01-05,E7184,Corporate,High,Offline
T027788,France,Paris,Sports,463.13,3,0.08,2023-08-17,E6445,Corporate,Low,Online
T027789,Spain,Madrid,Home Goods,43.5,52,0.13,2023-07-02,E2012,Corporate,High,Online
T027790,United Kingdom,Manchester,Sports,351.15,73,0.16,2023-12-11,E9741,Corporate,Medium,Online
T027791,Norway,Bergen,Sports,26.72,37,0.17,2023-10-15,E6872,Small Business,High,Online
T027792,France,Lyon,Toys,451.35,31,0.24,2023-12-23,E5856,Small Business,Low,Offline
T027793,Spain,Barcelona,Toys,306.86,52,0.06,2023-08-13,E2836,Retail,High,Offline
T027794,France,Lyon,Apparel,262.82,86,0.21,2023-08-30,E5017,Retail,High,Offline
T027795,Germany,Berlin,Electronics,484.18,86,0.16,2023-10-12,E4718,Small Business,High,Offline
T027796,Sweden,Stockholm,Toys,274.89,39,0.17,2023-06-10,E5394,Retail,Low,Offline
T027797,United Kingdom,Birmingham,Electronics,601.74,65,0.28,2023-03-07,E6371,Corporate,High,Online
T027798,United Kingdom,London,Sports,192.5,35,0.19,2023-12-27,E4582,Corporate,Medium,Online
T027799,Belgium,Antwerp,Sports,605.43,41,0.07,2023-09-24,E7880,Retail,Medium,Offline
T027800,France,Lyon,Sports,778.28,12,0.1,2023-02-09,E7894,Corporate,Medium,Offline
T027801,Netherlands,Rotterdam,Apparel,532.74,45,0.07,2023-06-17,E9485,Retail,Medium,Online
T027802,Netherlands,The Hague,Home Goods,624.48,91,0.1,2023-02-18,E6717,Retail,Low,Offline
T027803,Belgium,Antwerp,Sports,998.37,95,0.15,2023-10-19,E8631,Small Business,High,Offline
T027804,Norway,Oslo,Sports,968.84,58,0.28,2023-01-05,E3058,Small Business,High,Offline
T027805,Belgium,Brussels,Sports,921.93,79,0.23,2023-10-07,E1432,Retail,Medium,Online
T027806,France,Lyon,Electronics,152.52,46,0.23,2023-02-01,E1688,Corporate,High,Offline
T027807,Germany,Munich,Toys,229.29,57,0.14,2023-11-03,E3816,Corporate,High,Offline
T027808,Denmark,Odense,Sports,317.93,82,0.19,2023-03-08,E8088,Retail,Medium,Online
T027809,Sweden,Stockholm,Toys,789.25,69,0.26,2023-08-30,E9647,Retail,Medium,Online
T027810,Spain,Barcelona,Electronics,85.93,88,0.26,2023-05-04,E5634,Corporate,Low,Offline
T027811,Netherlands,Amsterdam,Sports,443.62,1,0.2,2023-05-13,E3054,Retail,Medium,Offline
T027812,Netherlands,Rotterdam,Sports,536.79,48,0.24,2023-12-06,E4502,Retail,High,Offline
T027813,Spain,Madrid,Toys,500.73,46,0.15,2023-02-02,E8737,Retail,High,Offline
T027814,Italy,Rome,Apparel,992.83,5,0.13,2023-12-28,E8717,Small Business,High,Offline
T027815,Germany,Frankfurt,Toys,967.78,32,0.19,2023-01-11,E3614,Retail,Low,Online
T027816,United Kingdom,London,Toys,717.77,49,0.28,2023-03-04,E5142,Small Business,Medium,Offline
T027817,United Kingdom,Manchester,Home Goods,198.71,49,0.26,2023-04-09,E8437,Small Business,Low,Online
T027818,Italy,Milan,Electronics,299.05,20,0.17,2023-07-26,E5536,Small Business,Low,Offline
T027819,Norway,Oslo,Sports,360.35,21,0.15,2023-07-16,E8421,Corporate,Low,Offline
T027820,United Kingdom,Manchester,Electronics,125.93,70,0.2,2023-11-03,E7910,Small Business,Low,Offline
T027821,Germany,Frankfurt,Apparel,745.36,14,0.23,2023-02-05,E7668,Small Business,Medium,Online
T027822,Germany,Berlin,Toys,790.42,60,0.17,2023-08-22,E6295,Small Business,High,Offline
T027823,Spain,Valencia,Sports,237.87,69,0.28,2023-12-02,E4910,Corporate,Medium,Offline
T027824,United Kingdom,London,Electronics,376.08,89,0.19,2023-12-19,E5671,Corporate,Medium,Offline
T027825,Norway,Bergen,Sports,813.17,11,0.29,2023-02-28,E5308,Corporate,Low,Offline
T027826,Denmark,Copenhagen,Sports,698.25,12,0.14,2023-12-17,E4899,Corporate,Medium,Offline
T027827,Sweden,Stockholm,Apparel,44.04,8,0.21,2023-03-08,E9798,Retail,Low,Online
T027828,France,Marseille,Apparel,710.93,34,0.29,2023-11-26,E2161,Retail,Low,Offline
T027829,Spain,Madrid,Sports,898.88,13,0.22,2023-06-18,E5833,Retail,Medium,Online
T027830,Germany,Berlin,Home Goods,168.0,55,0.28,2023-12-06,E7890,Corporate,Medium,Online
T027831,Sweden,Gothenburg,Apparel,243.08,76,0.09,2023-09-25,E8375,Small Business,High,Offline
T027832,Belgium,Brussels,Apparel,590.72,47,0.27,2023-03-26,E1566,Retail,Medium,Offline
T027833,France,Marseille,Electronics,149.03,49,0.28,2023-07-15,E6631,Retail,Medium,Online
T027834,Norway,Oslo,Sports,473.8,38,0.22,2023-11-03,E9977,Corporate,Medium,Offline
T027835,Denmark,Odense,Home Goods,423.22,81,0.11,2023-03-08,E1596,Small Business,High,Online
T027836,France,Marseille,Toys,386.25,85,0.11,2023-10-07,E4755,Small Business,High,Online
T027837,United Kingdom,Manchester,Apparel,606.85,12,0.28,2023-12-14,E6721,Retail,High,Offline
T027838,Spain,Madrid,Home Goods,392.14,22,0.24,2023-05-15,E9710,Retail,Low,Online
T027839,France,Lyon,Home Goods,426.46,35,0.19,2023-04-29,E8180,Small Business,Low,Online
T027840,Netherlands,Amsterdam,Home Goods,155.04,82,0.29,2023-06-15,E3020,Corporate,Medium,Online
T027841,Germany,Munich,Electronics,60.82,49,0.17,2023-06-22,E4409,Retail,High,Online
T027842,Netherlands,Rotterdam,Home Goods,635.8,11,0.29,2023-02-10,E9688,Corporate,Medium,Offline
T027843,Italy,Rome,Toys,360.59,29,0.08,2023-05-17,E1139,Corporate,High,Offline
T027844,Norway,Bergen,Electronics,969.95,10,0.22,2023-09-20,E6989,Small Business,Medium,Offline
T027845,Italy,Naples,Electronics,236.93,33,0.06,2023-12-23,E6835,Corporate,Medium,Offline
T027846,Belgium,Brussels,Sports,114.32,40,0.27,2023-11-18,E3518,Small Business,Medium,Offline
T027847,Netherlands,Amsterdam,Electronics,361.27,57,0.15,2023-03-12,E5825,Corporate,Low,Offline
T027848,Belgium,Brussels,Toys,297.01,25,0.16,2023-12-18,E1881,Retail,Low,Offline
T027849,Belgium,Antwerp,Electronics,569.92,45,0.09,2023-10-22,E9366,Small Business,Medium,Online
T027850,United Kingdom,Birmingham,Apparel,885.65,86,0.09,2023-08-23,E6534,Small Business,High,Offline
T027851,France,Lyon,Sports,924.85,56,0.29,2023-10-31,E1297,Retail,Medium,Online
T027852,Netherlands,The Hague,Sports,905.19,73,0.27,2023-10-22,E1898,Small Business,Low,Online
T027853,Norway,Oslo,Apparel,328.52,98,0.18,2023-06-18,E2732,Corporate,High,Offline
T027854,Denmark,Aarhus,Apparel,120.06,42,0.2,2023-11-17,E5293,Corporate,High,Offline
T027855,France,Lyon,Electronics,794.1,34,0.2,2023-05-19,E9183,Small Business,Low,Online
T027856,Germany,Frankfurt,Toys,220.46,98,0.21,2023-03-17,E5674,Small Business,Low,Offline
T027857,United Kingdom,London,Toys,725.21,88,0.25,2023-01-01,E6058,Retail,Low,Online
T027858,United Kingdom,Manchester,Home Goods,75.37,99,0.13,2023-06-20,E4876,Retail,High,Online
T027859,Norway,Oslo,Toys,399.58,83,0.06,2023-08-15,E8512,Small Business,Medium,Online
T027860,Belgium,Brussels,Apparel,603.4,96,0.12,2023-10-22,E8688,Small Business,Medium,Online
T027861,United Kingdom,Manchester,Sports,734.12,73,0.2,2023-07-09,E9558,Small Business,Medium,Online
T027862,Norway,Oslo,Toys,551.03,94,0.07,2023-05-04,E2937,Retail,Medium,Online
T027863,Denmark,Copenhagen,Sports,728.39,92,0.24,2023-04-05,E3236,Retail,Low,Offline
T027864,France,Paris,Electronics,894.6,94,0.09,2023-04-23,E4362,Retail,High,Online
T027865,Denmark,Aarhus,Apparel,510.88,7,0.18,2023-06-12,E1697,Retail,High,Offline
T027866,Spain,Valencia,Sports,211.98,92,0.11,2023-09-17,E2555,Small Business,Medium,Online
T027867,Norway,Trondheim,Apparel,168.33,46,0.26,2023-05-24,E5142,Corporate,Medium,Online
T027868,Netherlands,Rotterdam,Home Goods,442.02,59,0.1,2023-12-17,E8039,Retail,High,Offline
T027869,Italy,Milan,Toys,813.62,67,0.14,2023-09-16,E6153,Corporate,Low,Offline
T027870,Netherlands,Amsterdam,Electronics,471.42,57,0.19,2023-05-28,E2833,Small Business,Low,Offline
T027871,Norway,Bergen,Toys,482.33,17,0.1,2023-10-10,E8389,Retail,High,Online
T027872,United Kingdom,Birmingham,Toys,975.71,63,0.14,2023-12-30,E6558,Retail,High,Online
T027873,United Kingdom,London,Sports,781.38,27,0.29,2023-05-25,E2863,Small Business,High,Offline
T027874,Sweden,Stockholm,Home Goods,261.87,58,0.26,2023-09-18,E9042,Corporate,High,Online
T027875,Spain,Barcelona,Electronics,601.88,73,0.14,2023-10-22,E3468,Small Business,Low,Online
T027876,Italy,Milan,Electronics,61.89,92,0.09,2023-12-05,E3703,Corporate,Medium,Offline
T027877,Netherlands,Amsterdam,Electronics,185.88,57,0.29,2023-10-18,E1651,Small Business,Low,Offline
T027878,Denmark,Aarhus,Toys,703.09,74,0.26,2023-08-06,E6341,Corporate,Medium,Online
